																				OTP_AVC_V001	

OTP_REGISTER_NAME	name	inst_name	inst_base	reg_name	reg_ofs	otp_owner	DEFAULT VALUE	bw	idx	offset	otp_b0	otp_a0	otpreg_add	otpreg_ofs	Default or Real	REAL VALUE	Comment	Different	OTP_ECID_ONLY	OTP_AVC_V001	END	
OTP_BUCB_VR2_OFFSET_CORR_DELTA_SPFM_89	OFFSET_CORR_DELTA_SPFM	BUCB_VR2	22016	BUCB_VR2_VOUT_TRIM_SETPOINT_OFFSET_CAL_4_REG	4	system	0	6	120	23	0	18	89	0	Default				0	0	
OTP_BUCB_PH4_CM_CALI_P_90	CM_CALI_P	BUCB_PH4	22272	BUCB_PH4_CONFIG_PHASE_GEN2_CM_CALI_P_REG	2	system	0	6	121	29	0	18	90	0	Default				0	0	
OTP_BUCB_PH4_CM_CALI_N_91	CM_CALI_N	BUCB_PH4	22272	BUCB_PH4_CONFIG_PHASE_GEN2_CM_CALI_N_REG	3	system	0	6	122	3	0	19	91	0	Default				0	0	
OTP_BUCB_PH4_CM_GAIN_CALI_P_92	CM_GAIN_CALI_P	BUCB_PH4	22272	BUCB_PH4_CONFIG_PHASE_GEN2_CM_GAIN_CALI_P_REG	4	system	93	8	123	9	0	19	92	0	Default				0	111	
OTP_BUCB_PH4_CM_GAIN_CALI_N_93	CM_GAIN_CALI_N	BUCB_PH4	22272	BUCB_PH4_CONFIG_PHASE_GEN2_CM_GAIN_CALI_N_REG	5	system	93	8	124	17	0	19	93	0	Default				0	67	
OTP_BUCB_PH4_OSC_TRIM_H_94	OSC_TRIM_H	BUCB_PH4	22272	BUCB_PH4_CONFIG_PHASE_GEN2_OSC_CALI_0_REG	27	-	1	1	125	25	0	19	94	0	Default				0	0	
OTP_BUCB_PH4_OSC_TRIM_L_95	OSC_TRIM_L	BUCB_PH4	22272	BUCB_PH4_CONFIG_PHASE_GEN2_OSC_CALI_1_REG	28	system	44	8	126	26	0	19	95	0	Default				0	189	
OTP_BUCB_PH5_CM_CALI_P_96	CM_CALI_P	BUCB_PH5	22528	BUCB_PH5_CONFIG_PHASE_GEN2_CM_CALI_P_REG	2	system	0	6	127	2	0	20	96	0	Default				0	0	
OTP_BUCB_PH5_CM_CALI_N_97	CM_CALI_N	BUCB_PH5	22528	BUCB_PH5_CONFIG_PHASE_GEN2_CM_CALI_N_REG	3	system	0	6	128	8	0	20	97	0	Default				0	0	
OTP_BUCB_PH5_CM_GAIN_CALI_P_98	CM_GAIN_CALI_P	BUCB_PH5	22528	BUCB_PH5_CONFIG_PHASE_GEN2_CM_GAIN_CALI_P_REG	4	system	93	8	129	14	0	20	98	0	Default				0	111	
OTP_BUCB_PH5_CM_GAIN_CALI_N_99	CM_GAIN_CALI_N	BUCB_PH5	22528	BUCB_PH5_CONFIG_PHASE_GEN2_CM_GAIN_CALI_N_REG	5	system	93	8	130	22	0	20	99	0	Default				0	67	
OTP_BUCB_PH5_OSC_TRIM_H_100	OSC_TRIM_H	BUCB_PH5	22528	BUCB_PH5_CONFIG_PHASE_GEN2_OSC_CALI_0_REG	27	-	1	1	131	30	0	20	100	0	Default				0	0	
OTP_BUCB_PH5_OSC_TRIM_L_101	OSC_TRIM_L	BUCB_PH5	22528	BUCB_PH5_CONFIG_PHASE_GEN2_OSC_CALI_1_REG	28	system	44	8	132	31	0	20	101	0	Default				0	189	
OTP_BUCB_VR3_DP_P_SIGNIF_102	DP_P_SIGNIF	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_DP_P_REG	0	system	66	8	133	7	0	21	102	0	Default				0	45	
OTP_BUCB_VR3_DP_I_SIGNIF_103	DP_I_SIGNIF	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_DP_I_REG	1	system	49	8	134	15	0	21	103	0	Default				0	40	
OTP_BUCB_VR3_DP_D_SIGNIF_104	DP_D_SIGNIF	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_DP_D_REG	2	system	192	8	135	23	0	21	104	0	Default				0	170	
OTP_BUCB_VR3_DP_D_EXP_105	DP_D_EXP	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_DP_EXP_REG	3	system	0	2	136	31	0	21	105	0	Default				0	0	
OTP_BUCB_VR3_DP_I_EXP_105	DP_I_EXP	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_DP_EXP_REG	3	-	0	2	137	1	0	22	105	2	Default				0	0	
OTP_BUCB_VR3_DP_P_EXP_105	DP_P_EXP	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_DP_EXP_REG	3	-	0	2	138	3	0	22	105	4	Default				0	0	
OTP_BUCB_VR3_SP_P_SIGNIF_106	SP_P_SIGNIF	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_SP_P_REG	4	system	82	8	139	5	0	22	106	0	Default				0	10	
OTP_BUCB_VR3_SP_I_SIGNIF_107	SP_I_SIGNIF	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_SP_I_REG	5	system	74	8	140	13	0	22	107	0	Default				0	8	
OTP_BUCB_VR3_SP_D_SIGNIF_108	SP_D_SIGNIF	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_SP_D_REG	6	system	176	8	141	21	0	22	108	0	Default				0	40	
OTP_BUCB_VR3_SP_D_EXP_109	SP_D_EXP	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_SP_EXP_REG	7	system	0	2	142	29	0	22	109	0	Default				0	0	
OTP_BUCB_VR3_SP_I_EXP_109	SP_I_EXP	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_SP_EXP_REG	7	-	0	2	143	31	0	22	109	2	Default				0	0	
OTP_BUCB_VR3_SP_P_EXP_109	SP_P_EXP	BUCB_VR3	23040	BUCB_VR3_CONFIG_PID_SP_EXP_REG	7	-	0	2	144	1	0	23	109	4	Default				0	0	
OTP_BUCB_VR3_VPFM_AMPL_110	VPFM_AMPL	BUCB_VR3	23040	BUCB_VR3_CONFIG_CTRL_1_CONFIG_VSENSE_D_REG	10	system	7	5	145	3	0	23	110	0	Default				0	14	
OTP_BUCB_VR3_VPFM_CLP_110	VPFM_CLP	BUCB_VR3	23040	BUCB_VR3_CONFIG_CTRL_1_CONFIG_VSENSE_D_REG	10	-	2	3	146	8	0	23	110	5	Default				0	7	
OTP_BUCB_VR3_VSENSE_DAC_BIAS_PWM_111	VSENSE_DAC_BIAS_PWM	BUCB_VR3	23040	BUCB_VR3_CONFIG_CTRL_1_CONFIG_VSENSE_E_REG	11	system	0	4	147	11	0	23	111	0	Default				0	2	
OTP_BUCB_VR3_VSENSE_DAC_BIAS_SPFM_111	VSENSE_DAC_BIAS_SPFM	BUCB_VR3	23040	BUCB_VR3_CONFIG_CTRL_1_CONFIG_VSENSE_E_REG	11	system	0	4	148	15	0	23	111	4	Default				0	2	
OTP_BUCB_VR3_VSENSE_DAC_BIAS_IPFM_112	VSENSE_DAC_BIAS_IPFM	BUCB_VR3	23040	BUCB_VR3_CONFIG_CTRL_1_CONFIG_VSENSE_F_REG	12	system	0	4	149	19	0	23	112	0	Default				0	0	
OTP_BUCB_VR3_OFFSET_CORR_113	OFFSET_CORR	BUCB_VR3	23040	BUCB_VR3_VOUT_TRIM_SETPOINT_OFFSET_CAL_REG	0	system	0	8	150	23	0	23	113	0	Default				0	0	
OTP_BUCB_VR3_GAIN_CORR_114	GAIN_CORR	BUCB_VR3	23040	BUCB_VR3_VOUT_TRIM_SETPOINT_GAIN_CAL_REG	1	system	128	8	151	31	0	23	114	0	Default				0	128	
OTP_BUCB_VR3_OFFSET_CORR_DELTA_PFM_115	OFFSET_CORR_DELTA_PFM	BUCB_VR3	23040	BUCB_VR3_VOUT_TRIM_SETPOINT_OFFSET_CAL_2_REG	2	system	0	6	152	7	0	24	115	0	Default				0	0	
OTP_BUCB_VR3_VSENSE_IDAC_TRIM_HP_116	VSENSE_IDAC_TRIM_HP	BUCB_VR3	23040	BUCB_VR3_VOUT_TRIM_SETPOINT_OFFSET_CAL_3_REG	3	system	8	4	153	13	0	24	116	0	Default				0	8	
OTP_BUCB_VR3_VSENSE_IDAC_TRIM_LP_116	VSENSE_IDAC_TRIM_LP	BUCB_VR3	23040	BUCB_VR3_VOUT_TRIM_SETPOINT_OFFSET_CAL_3_REG	3	-	8	4	154	17	0	24	116	4	Default				0	8	
OTP_BUCB_VR3_OFFSET_CORR_DELTA_SPFM_117	OFFSET_CORR_DELTA_SPFM	BUCB_VR3	23040	BUCB_VR3_VOUT_TRIM_SETPOINT_OFFSET_CAL_4_REG	4	system	0	6	155	21	0	24	117	0	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO1_OUTEN_118	CONDITIONER_GPIO1_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG1	0	system	0	1	156	27	0	24	118	0	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO2_OUTEN_118	CONDITIONER_GPIO2_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG1	0	system	0	1	157	28	0	24	118	1	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO3_OUTEN_118	CONDITIONER_GPIO3_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG1	0	system	0	1	158	29	0	24	118	2	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO4_OUTEN_118	CONDITIONER_GPIO4_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG1	0	system	0	1	159	30	0	24	118	3	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO5_OUTEN_118	CONDITIONER_GPIO5_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG1	0	system	0	1	160	31	0	24	118	4	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO6_OUTEN_118	CONDITIONER_GPIO6_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG1	0	system	0	1	161	0	0	25	118	5	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO7_OUTEN_118	CONDITIONER_GPIO7_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG1	0	system	0	1	162	1	0	25	118	6	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO8_OUTEN_118	CONDITIONER_GPIO8_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG1	0	system	0	1	163	2	0	25	118	7	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO9_OUTEN_119	CONDITIONER_GPIO9_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG2	1	system	0	1	164	3	0	25	119	0	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO10_OUTEN_119	CONDITIONER_GPIO10_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG2	1	system	0	1	165	4	0	25	119	1	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO11_OUTEN_119	CONDITIONER_GPIO11_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG2	1	system	0	1	166	5	0	25	119	2	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO12_OUTEN_119	CONDITIONER_GPIO12_OUTEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_OUT_CFG2	1	system	0	1	167	6	0	25	119	3	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO1_INEN_120	CONDITIONER_GPIO1_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG1	2	chiplead	0	1	168	7	0	25	120	0	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO2_INEN_120	CONDITIONER_GPIO2_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG1	2	chiplead	0	1	169	8	0	25	120	1	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO3_INEN_120	CONDITIONER_GPIO3_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG1	2	chiplead	0	1	170	9	0	25	120	2	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO4_INEN_120	CONDITIONER_GPIO4_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG1	2	chiplead	0	1	171	10	0	25	120	3	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO5_INEN_120	CONDITIONER_GPIO5_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG1	2	chiplead	0	1	172	11	0	25	120	4	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO6_INEN_120	CONDITIONER_GPIO6_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG1	2	chiplead	0	1	173	12	0	25	120	5	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO7_INEN_120	CONDITIONER_GPIO7_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG1	2	chiplead	0	1	174	13	0	25	120	6	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO8_INEN_120	CONDITIONER_GPIO8_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG1	2	chiplead	0	1	175	14	0	25	120	7	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO9_INEN_121	CONDITIONER_GPIO9_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG2	3	chiplead	0	1	176	15	0	25	121	0	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO10_INEN_121	CONDITIONER_GPIO10_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG2	3	chiplead	0	1	177	16	0	25	121	1	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO11_INEN_121	CONDITIONER_GPIO11_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG2	3	chiplead	0	1	178	17	0	25	121	2	Default				0	0	
OTP_GPIO_CONDITIONER_GPIO12_INEN_121	CONDITIONER_GPIO12_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG2	3	chiplead	0	1	179	18	0	25	121	3	Default				0	0	
OTP_GPIO_CONDITIONER_PMIC_ON_INEN_122	CONDITIONER_PMIC_ON_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG3	4	chiplead	0	1	180	19	0	25	122	0	Default				0	0	
OTP_GPIO_CONDITIONER_CLK32K_INEN_122	CONDITIONER_CLK32K_INEN	GPIO	23552	GPIO_GCB_IO_CONDITIONER_IN_CFG3	4	chiplead	0	1	181	20	0	25	122	1	Default				0	0	
OTP_GPIO_GPIO1_DEB_123	GPIO1_DEB	GPIO	23552	GPIO_GCB_GPIO1_CFG1	5	system	0	3	182	21	0	25	123	0	Default				0	0	
OTP_GPIO_GPIO1_SUPPLY_123	GPIO1_SUPPLY	GPIO	23552	GPIO_GCB_GPIO1_CFG1	5	system	1	2	183	24	0	25	123	3	Default				0	1	
OTP_GPIO_GPIO1_DRV_123	GPIO1_DRV	GPIO	23552	GPIO_GCB_GPIO1_CFG1	5	system	0	2	184	26	0	25	123	5	Default				0	0	
OTP_GPIO_GPIO2_DEB_124	GPIO2_DEB	GPIO	23552	GPIO_GCB_GPIO2_CFG1	6	system	0	3	185	28	0	25	124	0	Default				0	0	
OTP_GPIO_GPIO2_SUPPLY_124	GPIO2_SUPPLY	GPIO	23552	GPIO_GCB_GPIO2_CFG1	6	system	1	2	186	31	0	25	124	3	Default				0	1	
OTP_GPIO_GPIO2_DRV_124	GPIO2_DRV	GPIO	23552	GPIO_GCB_GPIO2_CFG1	6	system	0	2	187	1	0	26	124	5	Default				0	0	
OTP_GPIO_GPIO3_DEB_125	GPIO3_DEB	GPIO	23552	GPIO_GCB_GPIO3_CFG1	7	system	0	3	188	3	0	26	125	0	Default				0	0	
OTP_GPIO_GPIO3_SUPPLY_125	GPIO3_SUPPLY	GPIO	23552	GPIO_GCB_GPIO3_CFG1	7	system	1	2	189	6	0	26	125	3	Default				0	1	
OTP_GPIO_GPIO3_DRV_125	GPIO3_DRV	GPIO	23552	GPIO_GCB_GPIO3_CFG1	7	system	0	2	190	8	0	26	125	5	Default				0	0	
OTP_GPIO_GPIO4_DEB_126	GPIO4_DEB	GPIO	23552	GPIO_GCB_GPIO4_CFG1	8	system	0	3	191	10	0	26	126	0	Default				0	0	
OTP_GPIO_GPIO4_SUPPLY_126	GPIO4_SUPPLY	GPIO	23552	GPIO_GCB_GPIO4_CFG1	8	system	1	2	192	13	0	26	126	3	Default				0	1	
OTP_GPIO_GPIO4_DRV_126	GPIO4_DRV	GPIO	23552	GPIO_GCB_GPIO4_CFG1	8	system	0	2	193	15	0	26	126	5	Default				0	0	
OTP_GPIO_GPIO5_DEB_127	GPIO5_DEB	GPIO	23552	GPIO_GCB_GPIO5_CFG1	9	system	0	3	194	17	0	26	127	0	Default				0	0	
OTP_GPIO_GPIO5_SUPPLY_127	GPIO5_SUPPLY	GPIO	23552	GPIO_GCB_GPIO5_CFG1	9	system	1	2	195	20	0	26	127	3	Default				0	1	
OTP_GPIO_GPIO5_DRV_127	GPIO5_DRV	GPIO	23552	GPIO_GCB_GPIO5_CFG1	9	system	0	2	196	22	0	26	127	5	Default				0	0	
OTP_GPIO_GPIO6_DEB_128	GPIO6_DEB	GPIO	23552	GPIO_GCB_GPIO6_CFG1	10	system	0	3	197	24	0	26	128	0	Default				0	0	
OTP_GPIO_GPIO6_SUPPLY_128	GPIO6_SUPPLY	GPIO	23552	GPIO_GCB_GPIO6_CFG1	10	system	1	2	198	27	0	26	128	3	Default				0	1	
OTP_GPIO_GPIO6_DRV_128	GPIO6_DRV	GPIO	23552	GPIO_GCB_GPIO6_CFG1	10	system	0	2	199	29	0	26	128	5	Default				0	0	
OTP_GPIO_GPIO7_DEB_129	GPIO7_DEB	GPIO	23552	GPIO_GCB_GPIO7_CFG1	11	system	0	3	200	31	0	26	129	0	Default				0	0	
OTP_GPIO_GPIO7_SUPPLY_129	GPIO7_SUPPLY	GPIO	23552	GPIO_GCB_GPIO7_CFG1	11	system	1	2	201	2	0	27	129	3	Default				0	1	
OTP_GPIO_GPIO7_DRV_129	GPIO7_DRV	GPIO	23552	GPIO_GCB_GPIO7_CFG1	11	system	0	2	202	4	0	27	129	5	Default				0	0	
OTP_GPIO_GPIO8_DEB_130	GPIO8_DEB	GPIO	23552	GPIO_GCB_GPIO8_CFG1	12	system	0	3	203	6	0	27	130	0	Default				0	0	
OTP_GPIO_GPIO8_SUPPLY_130	GPIO8_SUPPLY	GPIO	23552	GPIO_GCB_GPIO8_CFG1	12	system	1	2	204	9	0	27	130	3	Default				0	1	
OTP_GPIO_GPIO8_DRV_130	GPIO8_DRV	GPIO	23552	GPIO_GCB_GPIO8_CFG1	12	system	0	2	205	11	0	27	130	5	Default				0	0	
OTP_GPIO_GPIO9_DEB_131	GPIO9_DEB	GPIO	23552	GPIO_GCB_GPIO9_CFG1	13	system	0	3	206	13	0	27	131	0	Default				0	0	
OTP_GPIO_GPIO9_SUPPLY_131	GPIO9_SUPPLY	GPIO	23552	GPIO_GCB_GPIO9_CFG1	13	system	1	2	207	16	0	27	131	3	Default				0	1	
OTP_GPIO_GPIO9_DRV_131	GPIO9_DRV	GPIO	23552	GPIO_GCB_GPIO9_CFG1	13	system	0	2	208	18	0	27	131	5	Default				0	0	
OTP_GPIO_GPIO10_DEB_132	GPIO10_DEB	GPIO	23552	GPIO_GCB_GPIO10_CFG1	14	system	0	3	209	20	0	27	132	0	Default				0	0	
OTP_GPIO_GPIO10_SUPPLY_132	GPIO10_SUPPLY	GPIO	23552	GPIO_GCB_GPIO10_CFG1	14	system	1	2	210	23	0	27	132	3	Default				0	1	
OTP_GPIO_GPIO10_DRV_132	GPIO10_DRV	GPIO	23552	GPIO_GCB_GPIO10_CFG1	14	system	0	2	211	25	0	27	132	5	Default				0	0	
OTP_GPIO_GPIO11_DEB_133	GPIO11_DEB	GPIO	23552	GPIO_GCB_GPIO11_CFG1	15	system	0	3	212	27	0	27	133	0	Default				0	0	
OTP_GPIO_GPIO11_SUPPLY_133	GPIO11_SUPPLY	GPIO	23552	GPIO_GCB_GPIO11_CFG1	15	system	1	2	213	30	0	27	133	3	Default				0	1	
OTP_GPIO_GPIO11_DRV_133	GPIO11_DRV	GPIO	23552	GPIO_GCB_GPIO11_CFG1	15	system	0	2	214	0	0	28	133	5	Default				0	0	
OTP_GPIO_GPIO12_DEB_134	GPIO12_DEB	GPIO	23552	GPIO_GCB_GPIO12_CFG1	16	system	0	3	215	2	0	28	134	0	Default				0	0	
OTP_GPIO_GPIO12_SUPPLY_134	GPIO12_SUPPLY	GPIO	23552	GPIO_GCB_GPIO12_CFG1	16	system	1	2	216	5	0	28	134	3	Default				0	1	
OTP_GPIO_GPIO12_DRV_134	GPIO12_DRV	GPIO	23552	GPIO_GCB_GPIO12_CFG1	16	system	0	2	217	7	0	28	134	5	Default				0	0	
OTP_GPIO_GPIO1_PU_PD_135	GPIO1_PU_PD	GPIO	23552	GPIO_GCB_GPIO1_CFG2	17	system	2	2	218	9	0	28	135	0	Default				0	2	
OTP_GPIO_GPIO1_IOTYPE_135	GPIO1_IOTYPE	GPIO	23552	GPIO_GCB_GPIO1_CFG2	17	system	1	3	219	11	0	28	135	2	Default				0	1	
OTP_GPIO_GPIO1_IOCONFIG_135	GPIO1_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO1_CFG2	17	system	1	2	220	14	0	28	135	5	Default				0	1	
OTP_GPIO_GPIO1_DATA_135	GPIO1_DATA	GPIO	23552	GPIO_GCB_GPIO1_CFG2	17	system	0	1	221	16	0	28	135	7	Default				0	0	
OTP_GPIO_GPIO2_PU_PD_136	GPIO2_PU_PD	GPIO	23552	GPIO_GCB_GPIO2_CFG2	18	system	2	2	222	17	0	28	136	0	Default				0	2	
OTP_GPIO_GPIO2_IOTYPE_136	GPIO2_IOTYPE	GPIO	23552	GPIO_GCB_GPIO2_CFG2	18	system	0	3	223	19	0	28	136	2	Default				0	0	
OTP_GPIO_GPIO2_IOCONFIG_136	GPIO2_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO2_CFG2	18	system	1	2	224	22	0	28	136	5	Default				0	1	
OTP_GPIO_GPIO2_DATA_136	GPIO2_DATA	GPIO	23552	GPIO_GCB_GPIO2_CFG2	18	system	0	1	225	24	0	28	136	7	Default				0	0	
OTP_GPIO_GPIO3_PU_PD_137	GPIO3_PU_PD	GPIO	23552	GPIO_GCB_GPIO3_CFG2	19	system	2	2	226	25	0	28	137	0	Default				0	2	
OTP_GPIO_GPIO3_IOTYPE_137	GPIO3_IOTYPE	GPIO	23552	GPIO_GCB_GPIO3_CFG2	19	system	0	3	227	27	0	28	137	2	Default				0	0	
OTP_GPIO_GPIO3_IOCONFIG_137	GPIO3_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO3_CFG2	19	system	1	2	228	30	0	28	137	5	Default				0	1	
OTP_GPIO_GPIO3_DATA_137	GPIO3_DATA	GPIO	23552	GPIO_GCB_GPIO3_CFG2	19	system	0	1	229	0	0	29	137	7	Default				0	0	
OTP_GPIO_GPIO4_PU_PD_138	GPIO4_PU_PD	GPIO	23552	GPIO_GCB_GPIO4_CFG2	20	system	2	2	230	1	0	29	138	0	Default				0	2	
OTP_GPIO_GPIO4_IOTYPE_138	GPIO4_IOTYPE	GPIO	23552	GPIO_GCB_GPIO4_CFG2	20	system	0	3	231	3	0	29	138	2	Default				0	0	
OTP_GPIO_GPIO4_IOCONFIG_138	GPIO4_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO4_CFG2	20	system	1	2	232	6	0	29	138	5	Default				0	1	
OTP_GPIO_GPIO4_DATA_138	GPIO4_DATA	GPIO	23552	GPIO_GCB_GPIO4_CFG2	20	system	0	1	233	8	0	29	138	7	Default				0	0	
OTP_GPIO_GPIO5_PU_PD_139	GPIO5_PU_PD	GPIO	23552	GPIO_GCB_GPIO5_CFG2	21	system	2	2	234	9	0	29	139	0	Default				0	2	
OTP_GPIO_GPIO5_IOTYPE_139	GPIO5_IOTYPE	GPIO	23552	GPIO_GCB_GPIO5_CFG2	21	system	0	3	235	11	0	29	139	2	Default				0	0	
OTP_GPIO_GPIO5_IOCONFIG_139	GPIO5_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO5_CFG2	21	system	1	2	236	14	0	29	139	5	Default				0	1	
OTP_GPIO_GPIO5_DATA_139	GPIO5_DATA	GPIO	23552	GPIO_GCB_GPIO5_CFG2	21	system	0	1	237	16	0	29	139	7	Default				0	0	
OTP_GPIO_GPIO6_PU_PD_140	GPIO6_PU_PD	GPIO	23552	GPIO_GCB_GPIO6_CFG2	22	system	2	2	238	17	0	29	140	0	Default				0	2	
OTP_GPIO_GPIO6_IOTYPE_140	GPIO6_IOTYPE	GPIO	23552	GPIO_GCB_GPIO6_CFG2	22	system	0	3	239	19	0	29	140	2	Default				0	0	
OTP_GPIO_GPIO6_IOCONFIG_140	GPIO6_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO6_CFG2	22	system	1	2	240	22	0	29	140	5	Default				0	1	
OTP_GPIO_GPIO6_DATA_140	GPIO6_DATA	GPIO	23552	GPIO_GCB_GPIO6_CFG2	22	system	0	1	241	24	0	29	140	7	Default				0	0	
OTP_GPIO_GPIO7_PU_PD_141	GPIO7_PU_PD	GPIO	23552	GPIO_GCB_GPIO7_CFG2	23	system	2	2	242	25	0	29	141	0	Default				0	2	
OTP_GPIO_GPIO7_IOTYPE_141	GPIO7_IOTYPE	GPIO	23552	GPIO_GCB_GPIO7_CFG2	23	system	0	3	243	27	0	29	141	2	Default				0	0	
OTP_GPIO_GPIO7_IOCONFIG_141	GPIO7_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO7_CFG2	23	system	1	2	244	30	0	29	141	5	Default				0	1	
OTP_GPIO_GPIO7_DATA_141	GPIO7_DATA	GPIO	23552	GPIO_GCB_GPIO7_CFG2	23	system	0	1	245	0	0	30	141	7	Default				0	0	
OTP_GPIO_GPIO8_PU_PD_142	GPIO8_PU_PD	GPIO	23552	GPIO_GCB_GPIO8_CFG2	24	system	2	2	246	1	0	30	142	0	Default				0	2	
OTP_GPIO_GPIO8_IOTYPE_142	GPIO8_IOTYPE	GPIO	23552	GPIO_GCB_GPIO8_CFG2	24	system	0	3	247	3	0	30	142	2	Default				0	0	
OTP_GPIO_GPIO8_IOCONFIG_142	GPIO8_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO8_CFG2	24	system	1	2	248	6	0	30	142	5	Default				0	1	
OTP_GPIO_GPIO8_DATA_142	GPIO8_DATA	GPIO	23552	GPIO_GCB_GPIO8_CFG2	24	system	0	1	249	8	0	30	142	7	Default				0	0	
OTP_GPIO_GPIO9_PU_PD_143	GPIO9_PU_PD	GPIO	23552	GPIO_GCB_GPIO9_CFG2	25	system	2	2	250	9	0	30	143	0	Default				0	2	
OTP_GPIO_GPIO9_IOTYPE_143	GPIO9_IOTYPE	GPIO	23552	GPIO_GCB_GPIO9_CFG2	25	system	0	3	251	11	0	30	143	2	Default				0	0	
OTP_GPIO_GPIO9_IOCONFIG_143	GPIO9_IOCONFIG	GPIO	23552	GPIO_GCB_GPIO9_CFG2	25	system	1	2	252	14	0	30	143	5	Default				0	1	
OTP_GPIO_GPIO9_DATA_143	GPIO9_DATA	GPIO	23552	GPIO_GCB_GPIO9_CFG2	25	system	0	1	253	16	0	30	143	7	Default				0	0	
OTP_GPIO_GPIO10_PU_PD_144	GPIO10_PU_PD	GPIO	23552	GPIO_GCB_GPIO10_CFG2	26	system	2	2	254	17	0	30	144	0	Default				0	2	
OTP_GPIO_GPIO10_IOTYPE_144	GPIO10_IOTYPE	GPIO	23552	GPIO_GCB_GPIO10_CFG2	26	system	0	3	255	19	0	30	144	2	Default				0	0	
